recorded_at,voltage,temperature,source_file
2025-12-14 21:11:02,6.77,62.83,telemetry_20251214_211102.csv
2025-12-14 21:11:03,3.75,11.54,telemetry_20251214_211103.csv
2025-12-14 21:11:04,7.63,24.78,telemetry_20251214_211104.csv
2025-12-14 21:11:05,11.91,-4.89,telemetry_20251214_211105.csv
2025-12-14 21:11:06,6.92,16.82,telemetry_20251214_211106.csv
2025-12-14 21:11:07,7.21,-3.39,telemetry_20251214_211107.csv
2025-12-14 21:11:08,8.51,38.77,telemetry_20251214_211108.csv
2025-12-14 21:11:09,11.90,58.39,telemetry_20251214_211109.csv
2025-12-14 21:11:10,3.43,-18.79,telemetry_20251214_211110.csv
2025-12-14 21:11:11,7.91,-12.24,telemetry_20251214_211111.csv
2025-12-14 21:11:12,6.17,-3.27,telemetry_20251214_211112.csv
2025-12-14 21:11:13,11.72,-41.83,telemetry_20251214_211113.csv
2025-12-14 21:11:14,6.72,78.91,telemetry_20251214_211114.csv
2025-12-14 21:11:15,4.67,35.40,telemetry_20251214_211115.csv
2025-12-14 21:11:16,6.38,28.36,telemetry_20251214_211116.csv
2025-12-14 21:11:17,8.39,-15.62,telemetry_20251214_211117.csv
2025-12-14 21:11:18,3.43,-34.43,telemetry_20251214_211118.csv
2025-12-14 21:11:19,7.33,28.62,telemetry_20251214_211119.csv
2025-12-14 21:11:20,3.57,-34.88,telemetry_20251214_211120.csv
2025-12-14 21:11:21,12.50,15.95,telemetry_20251214_211121.csv
2025-12-14 21:11:22,4.30,-16.69,telemetry_20251214_211122.csv
2025-12-14 21:11:23,3.69,62.96,telemetry_20251214_211123.csv
2025-12-14 21:11:24,8.96,4.04,telemetry_20251214_211124.csv
2025-12-14 21:11:25,6.28,30.11,telemetry_20251214_211125.csv
2025-12-14 21:11:26,7.78,70.94,telemetry_20251214_211126.csv
2025-12-14 21:11:27,7.42,65.43,telemetry_20251214_211127.csv
2025-12-14 21:11:28,7.81,-43.46,telemetry_20251214_211128.csv
2025-12-14 21:11:29,11.51,-34.67,telemetry_20251214_211129.csv
2025-12-14 21:11:30,9.13,59.58,telemetry_20251214_211130.csv
2025-12-14 21:11:31,4.09,-31.51,telemetry_20251214_211131.csv
2025-12-14 21:11:32,4.13,28.21,telemetry_20251214_211132.csv
2025-12-14 21:11:33,11.86,39.97,telemetry_20251214_211133.csv
2025-12-14 21:11:34,5.87,-35.55,telemetry_20251214_211134.csv
2025-12-14 21:11:35,3.27,70.90,telemetry_20251214_211135.csv
2025-12-14 21:11:36,7.77,-19.81,telemetry_20251214_211136.csv
2025-12-14 21:11:37,10.79,70.31,telemetry_20251214_211137.csv
